age,gender,country,mascu_sec,working,gnorm_executives,gnorm_nurses,competitiveness,risk_tolerance,depression_score,cgi,male,rand
54,Male,Romania,0,1,Agree,Strongly agree,7,5,1.75,7,1,.53426111
39,Female,Romania,,0,Strongly agree,Agree,5,5,2.75,5,0,.87519121
47,Female,India,0,1,Agree,Agree,10,9,2.5,0,0,.73279482
43,Female,India,,0,Strongly agree,Strongly agree,10,9,4.5,1,0,.81215554
39,Female,India,0,1,Strongly agree,Agree,7,5,1.75,3,0,.97334176
40,Male,India,0,1,Agree,Strongly agree,9,10,2.5,5,1,.5797258
49,Male,India,0,1,,,8,3,4.25,9,1,.67246497
35,Female,India,0,1,Agree,Agree,8,9,2.75,2,0,.75809586
36,Female,India,0,1,Strongly agree,Strongly agree,10,10,1.25,5,0,.73782927
34,Male,India,0,1,,Agree,8,10,4,6,1,.76936495
49,Female,Netherlands,0,1,Strongly agree,Strongly agree,6,4,2.5,3,0,.97415805
34,Female,India,0,1,Strongly agree,Agree,8,8,1.75,1,0,.88998634
44,Female,Romania,,0,Agree,Agree,7,7,3,3,0,.65725046
45,Female,India,0,1,Strongly agree,Strongly agree,10,10,3.5,0,0,.64684319
28,Male,Italy,1,1,Strongly agree,Strongly agree,3,5,2.25,7,1,.97269058
49,Female,India,0,1,Strongly agree,Strongly agree,8,8,2.5,2,0,.87958652
44,Male,Romania,1,1,,Agree,9,9,2,5,1,.61575758
46,Male,France,1,1,Agree,Agree,5,5,3,10,1,.65729403
50,Female,India,0,1,Disagree,Agree,7,5,2.75,2,0,.62446785
22,Male,USA,,0,Agree,Strongly disagree,7,5,1.75,10,1,.81076723
22,Male,India,1,1,Strongly disagree,Strongly disagree,6,7,3.25,8,1,.51957613
37,Female,India,,0,Agree,Agree,7,5,2,0,0,.75084978
60,Male,India,0,1,Strongly agree,Strongly agree,8,6,1.75,5,1,.77284241
41,Female,Romania,0,1,Disagree,Agree,5,6,3.5,0,0,.88431996
25,Female,Romania,0,1,Strongly agree,Strongly agree,8,7,2.5,4,0,.60132623
25,Female,India,0,1,Strongly disagree,Strongly disagree,7,8,3.5,3,0,.95456129
57,Female,India,0,1,Strongly agree,Strongly agree,8,8,1,0,0,.66853356
20,Male,India,,0,Strongly disagree,Disagree,6,1,3,10,1,.77893668
44,Female,Romania,0,1,Strongly agree,Agree,10,9,1,0,0,.77082783
35,Female,India,,0,Strongly agree,Strongly agree,10,10,1,0,0,.73467362
35,Female,India,0,1,Agree,Agree,8,9,2.75,2,0,.95011038
34,Female,Romania,,0,,Agree,8,8,1.5,4,0,.90222579
18,Female,India,,0,Strongly agree,Disagree,9,9,3.5,2,0,.81400955
60,Female,India,,0,Strongly agree,Agree,5,1,1.5,3,0,.79499429
63,Male,India,0,1,Strongly agree,Disagree,10,8,1,8,1,.74218327
44,Female,India,,0,Strongly disagree,Strongly agree,8,5,2.25,1,0,.60174984
28,Female,Romania,,0,Agree,Agree,9,7,3.75,2,0,.98022127
47,Male,India,0,1,Strongly agree,Agree,7,9,1.75,8,1,.8352443
43,Female,India,0,1,Strongly agree,Strongly agree,9,8,2.5,1,0,.94914722
37,Female,India,,0,Agree,Strongly disagree,10,5,2.25,5,0,.55759263
25,Female,Romania,,0,Strongly agree,Strongly agree,5,5,3.75,4,0,.87259495
28,Female,Singapore,0,1,Strongly disagree,Agree,2,4,1.5,1,0,.68043005
25,Female,Romania,0,1,Strongly agree,Strongly agree,5,2,2.5,3,0,.57982332
31,Male,USA,,0,Strongly agree,Strongly agree,8,5,3.75,7,1,.88248307
44,Male,France,1,1,Agree,Agree,5,5,2,5,1,.56661034
39,Male,Netherlands,,0,Strongly agree,Strongly agree,0,2,1.75,10,1,.55418706
52,Female,Romania,0,1,Strongly agree,Agree,10,10,3.75,0,0,.5866273
20,Female,India,,0,Strongly agree,Strongly disagree,8,10,4.5,5,0,.96456474
30,Male,Sweden,0,1,Strongly agree,Strongly agree,7,7,1.5,7,1,.98255855
40,Female,Romania,0,1,Agree,Agree,10,10,1,5,0,.55451167
31,Female,Sweden,0,1,Strongly agree,Strongly agree,8,5,4.5,5,0,.73843968
46,Male,India,1,1,Agree,Disagree,5,4,4,6,1,.88970321
32,Male,Germany,0,1,Strongly agree,Strongly agree,8,5,1.5,7,1,.75032514
29,Female,Romania,1,1,Strongly agree,Agree,5,7,3,6,0,.59448314
22,Female,India,,0,Strongly agree,Strongly agree,7,9,3.75,7,0,.84025359
39,Female,Romania,,1,Strongly agree,Strongly agree,9,7,2.5,0,0,.87904078
18,Female,Romania,,0,Strongly agree,Strongly agree,10,10,3.75,2,0,.8331576
62,Male,Germany,0,1,Strongly agree,Strongly agree,9,2,1.5,8,1,.91093302
21,Female,Romania,,0,Strongly agree,Agree,10,10,2.5,3,0,.74929762
29,Female,Romania,1,1,Agree,Agree,10,10,4.75,0,0,.97561562
21,Female,UK,0,1,Disagree,Disagree,7,5,3,4,0,.58614218
40,Female,Romania,,0,Strongly agree,Agree,10,10,3,0,0,.64620835
19,Female,India,,0,Agree,Agree,8,7,2.25,0,0,.89720136
40,Female,India,0,1,Strongly agree,Disagree,10,8,2.5,4,0,.93412882
45,Female,Sweden,0,1,Strongly agree,Agree,7,7,3.25,2,0,.88903415
48,Female,Romania,0,1,Agree,,7,7,2.25,5,0,.99057788
54,Male,Netherlands,,0,Strongly agree,Strongly agree,7,5,2.25,10,1,.79136217
60,Female,Romania,,0,Agree,Agree,6,7,2.25,5,0,.84539592
19,Female,India,,0,Strongly disagree,Agree,8,5,3.5,5,0,.54868066
31,Female,Italy,0,1,Strongly agree,Strongly agree,6,1,3.75,1,0,.50582027
22,Male,France,,0,Strongly agree,Strongly agree,3,3,4,6,1,.93835616
29,Male,Greece,0,1,Agree,Agree,6,7,1.75,7,1,.73666954
43,Female,Romania,,0,Strongly agree,Strongly agree,7,5,2.25,2,0,.82771778
50,Male,India,0,1,Agree,Strongly agree,7,7,3.5,6,1,.52700937
29,Female,UK,0,1,Strongly agree,Agree,8,8,1.25,3,0,.89564389
38,Male,India,,0,Strongly agree,Strongly agree,7,8,2.5,0,1,.90767163
25,Male,Romania,0,1,Agree,Agree,9,10,2.5,10,1,.90444094
19,Male,India,,0,Strongly agree,Agree,8,9,3.75,7,1,.78281921
53,Male,Germany,,0,Strongly agree,Agree,7,7,1,6,1,.70186704
32,Male,UK,0,1,Strongly agree,Agree,6,1,3,4,1,.96647102
33,Female,Germany,0,1,Agree,Agree,8,8,2.25,5,0,.53385276
32,Female,USA,,0,Strongly agree,Strongly agree,8,6,2,2,0,.84110767
22,Female,USA,0,1,Strongly agree,Strongly agree,7,6,3,0,0,.75386596
33,Male,France,,0,Strongly agree,Strongly agree,7,6,2.25,7,1,.73245096
45,Male,India,0,1,Agree,Agree,7,10,2.75,7,1,.96445227
38,Female,Romania,0,1,Agree,Agree,1,5,4.25,5,0,.93668258
33,Female,France,0,1,Strongly agree,Strongly agree,7,7,4.5,0,0,.97834086
21,Male,France,0,1,Strongly agree,Strongly agree,7,7,3.75,7,1,.95900989
33,Male,France,0,1,Strongly agree,Strongly agree,6,4,2.5,5,1,.81105155
21,Female,France,,0,Agree,Strongly disagree,4,4,3,5,0,.56772548
58,Male,Germany,0,1,Strongly agree,Strongly agree,5,8,2,8,1,.88436502
37,Female,France,0,1,Strongly agree,Strongly agree,6,7,1.5,5,0,.88927913
26,Male,France,0,1,Agree,Agree,5,5,2.75,8,1,.58177185
23,Male,France,0,1,Agree,Strongly agree,4,5,2,6,1,.77260071
64,Male,Germany,0,1,Disagree,Agree,7,6,2,10,1,.95826787
30,Male,France,0,1,Agree,Agree,8,8,1.5,9,1,.86864513
58,Male,Germany,1,1,Agree,Agree,7,3,1.5,8,1,.57670045
29,Female,Romania,,0,Strongly agree,Strongly agree,10,10,2,0,0,.87511045
20,Male,France,0,1,Strongly agree,Strongly agree,5,5,3.5,6,1,.54130667
29,Male,Germany,1,1,Agree,Agree,8,8,2.5,7,1,.54901135
33,Male,Italy,0,1,Strongly agree,Strongly agree,10,8,5,10,1,.65088069
19,Female,India,,0,Strongly agree,Agree,6,5,3.5,0,0,.75150979
20,Male,France,,0,Strongly agree,Strongly agree,10,5,1.75,7,1,.67356354
51,Male,Germany,0,1,Agree,Strongly agree,8,3,2,5,1,.75655299
28,Female,Italy,0,1,Strongly agree,Strongly agree,8,7,4.25,3,0,.51117581
32,Female,USA,1,1,Strongly disagree,Agree,9,7,3,6,0,.65429229
35,Male,Italy,0,1,Strongly agree,,7,8,3,10,1,.96783179
46,Female,Romania,0,1,Agree,Agree,10,10,4,0,0,.98933548
53,Male,Italy,0,1,Agree,Agree,8,7,1.5,10,1,.8951093
63,Male,Germany,0,1,Strongly agree,Strongly agree,10,6,1,10,1,.69546914
33,Female,UK,0,1,Agree,Strongly agree,10,10,1,0,0,.80393797
44,Female,Italy,0,1,Strongly agree,Strongly agree,5,4,3.75,3,0,.61488801
31,Female,Greece,0,1,Strongly agree,Agree,7,8,3.5,1,0,.75265908
43,Female,Romania,,0,Strongly agree,Strongly agree,10,10,2,0,0,.95223701
39,Female,UK,0,1,Agree,Agree,7,9,1.75,5,0,.72182733
27,Female,Italy,0,1,Strongly agree,Strongly agree,3,4,2.25,5,0,.6955893
56,Female,Germany,0,1,Strongly agree,Strongly agree,10,7,2.25,2,0,.51636821
32,Male,UK,1,1,Strongly agree,Agree,8,6,1.75,7,1,.50843292
34,Female,Italy,,0,Strongly agree,Strongly agree,6,6,4.5,5,0,.57876778
29,Female,Germany,0,1,Strongly agree,Strongly agree,10,7,1.25,0,0,.6853857
24,Female,Germany,0,1,Strongly agree,Strongly agree,8,5,4.25,2,0,.8249054
62,Female,Italy,0,1,Strongly agree,Agree,3,6,2.25,4,0,.73890412
24,Female,Germany,,1,Agree,Agree,7,3,2.75,3,0,.82347447
55,Male,Italy,,0,Agree,Agree,7,7,1.75,8,1,.92840725
32,Female,Italy,,0,Agree,Strongly agree,8,5,3.25,1,0,.7569809
41,Male,Italy,0,1,Agree,Strongly agree,7,3,2.75,7,1,.94743949
28,Female,UK,0,1,Agree,Agree,7,5,1.25,0,0,.90777135
46,Female,Romania,,0,Agree,Agree,8,8,2,2,0,.91797
56,Female,UK,,0,Agree,Agree,0,1,4.5,4,0,.85639596
64,Female,Romania,1,1,Agree,Agree,8,7,2,3,0,.60939157
53,Female,Italy,0,1,Strongly agree,Agree,8,6,2.5,4,0,.95621407
35,Male,UK,0,1,Agree,Agree,7,8,1.75,10,1,.89396095
48,Male,UK,,0,Agree,Agree,3,2,5,8,1,.84496379
18,Female,UK,,0,Strongly agree,Strongly agree,5,6,3.25,4,0,.74793786
33,Male,USA,,0,Strongly agree,Strongly agree,9,10,1.5,10,1,.54621679
29,Female,UK,,0,Strongly agree,Strongly agree,8,8,3.5,5,0,.54784769
49,Male,UK,0,1,Strongly agree,Strongly agree,6,6,1.75,7,1,.54293543
61,Male,Italy,0,1,Agree,Agree,3,2,2,7,1,.50213212
41,Female,Italy,,0,Agree,Agree,5,4,2,4,0,.96423167
23,Female,Germany,,0,Strongly agree,Strongly agree,8,5,4,3,0,.91981888
32,Male,USA,1,1,Agree,Agree,10,10,3,10,1,.78045082
25,Male,Italy,,0,Strongly agree,Agree,8,8,4.75,7,1,.53385055
27,Female,UK,,0,Strongly agree,Strongly agree,6,4,4.75,2,0,.79127705
34,Female,UK,0,1,Agree,Agree,2,3,1,1,0,.77015424
49,Male,Germany,0,1,Strongly agree,Strongly agree,10,1,2,7,1,.94247013
26,Male,Italy,1,1,Agree,Agree,5,4,4,7,1,.96349895
32,Male,USA,1,1,Disagree,Agree,10,10,3.75,10,1,.83439028
31,Male,USA,1,1,Strongly agree,Strongly agree,10,10,3.25,9,1,.78246617
31,Male,USA,0,1,Strongly agree,Strongly agree,10,10,1,5,1,.69904441
37,Female,UK,,0,Strongly agree,Agree,5,5,2.25,2,0,.61504221
29,Male,Germany,0,1,Strongly agree,Strongly agree,7,3,1.75,5,1,.80271244
18,Female,UK,,1,Strongly agree,Strongly agree,6,8,2.5,3,0,.81532425
47,Female,UK,,0,Strongly agree,Strongly agree,9,10,1.5,0,0,.75809765
21,Male,India,,0,Strongly disagree,Agree,8,5,3.5,6,1,.94825876
35,Male,India,0,1,Agree,Strongly disagree,10,10,3,10,1,.76157159
49,Female,UK,,0,Agree,Agree,6,3,4,5,0,.68699312
20,Male,USA,1,1,Agree,Strongly agree,2,8,2.25,9,1,.85823488
28,Female,Singapore,0,1,Strongly agree,Agree,7,7,3.75,3,0,.79579896
50,Female,Singapore,1,1,Strongly agree,Disagree,2,7,4.25,3,0,.79542738
29,Male,Romania,0,1,Disagree,Agree,10,10,2,10,1,.77828521
23,Male,USA,0,1,Agree,Agree,9,9,2.5,7,1,.96987295
29,Male,Italy,,1,Strongly agree,Strongly agree,0,8,2.25,7,1,.66039711
27,Male,Germany,,0,Agree,Agree,5,7,4,8,1,.81839114
45,Male,India,0,1,Agree,Disagree,10,9,3,10,1,.84075987
19,Male,USA,1,1,Agree,Agree,8,7,4.25,7,1,.85684383
29,Female,UK,0,1,Strongly agree,Agree,10,10,2.75,0,0,.5174005
22,Male,USA,0,1,Agree,Agree,8,8,2.5,7,1,.6412183
62,Male,Germany,,0,Strongly agree,Strongly agree,4,6,3,7,1,.6263324
30,Male,USA,,0,Strongly agree,Strongly agree,7,6,2.25,6,1,.69491017
34,Female,Germany,0,1,Agree,Agree,8,7,2.25,1,0,.82399273
20,Female,India,,0,Strongly agree,Agree,8,6,2.5,2,0,.70691228
25,Male,USA,,0,Strongly disagree,Disagree,0,5,4.25,6,1,.80532557
39,Male,France,0,1,Strongly agree,Strongly agree,8,5,4.5,10,1,.67824006
21,Male,India,,1,Disagree,Agree,10,10,4,10,1,.57899714
57,Female,India,0,1,Agree,Disagree,6,6,2.25,1,0,.82308555
18,Male,India,,0,Strongly agree,Disagree,8,9,3.5,9,1,.71438366
19,Female,India,,0,Strongly agree,Agree,6,7,2.75,2,0,.63781273
39,Female,UK,,0,Strongly agree,Strongly agree,0,1,4.5,5,0,.55069572
61,Female,Germany,1,1,Strongly agree,Strongly agree,5,3,1.5,2,0,.84917021
49,Female,Italy,0,1,Strongly agree,Strongly agree,9,10,2,4,0,.5328657
18,Male,India,,0,Agree,Agree,5,5,4,10,1,.88499385
49,Male,Germany,,0,Strongly agree,Strongly agree,9,6,4.5,5,1,.80490589
49,Male,Singapore,1,1,Agree,Agree,7,3,4,8,1,.74441069
33,Male,USA,,0,Strongly agree,Agree,7,5,4.25,8,1,.61471117
22,Male,USA,0,1,Disagree,Agree,10,8,3.25,7,1,.92984039
29,Male,USA,0,1,,Strongly agree,9,10,1.75,5,1,.94620073
31,Male,Germany,1,1,Agree,Strongly agree,5,5,2.25,7,1,.73575824
30,Male,Germany,1,1,Agree,Disagree,8,2,5,6,1,.51092201
25,Male,India,0,1,Strongly agree,Strongly agree,10,10,3.75,9,1,.82681072
44,Male,Germany,0,1,Strongly agree,Strongly agree,10,10,2.75,10,1,.86713171
46,Female,India,0,1,Agree,Agree,10,6,1.75,0,0,.72303891
48,Male,Germany,0,1,Strongly agree,Strongly agree,7,2,2,9,1,.79755229
51,Female,India,0,1,Strongly agree,Strongly disagree,10,10,3.5,5,0,.78416222
53,Male,UK,,0,Agree,Strongly agree,6,6,3,7,1,.88943011
52,Male,Germany,1,1,Strongly agree,Strongly agree,6,5,2,7,1,.62635565
24,Male,India,,0,Agree,Agree,7,8,2.75,8,1,.99437159
19,Female,India,,0,Strongly agree,Agree,10,8,2.75,5,0,.86158025
19,Male,France,1,1,Strongly agree,Strongly agree,0,5,1.5,10,1,.91837406
53,Female,India,0,1,Strongly agree,Strongly agree,10,10,3,0,0,.76910031
35,Male,UK,0,1,Agree,Agree,8,8,2,10,1,.71817178
19,Male,India,,0,Agree,,10,7,3.5,0,1,.90281492
24,Male,India,0,1,Strongly agree,Strongly agree,10,10,4.25,10,1,.78521723
41,Female,Sweden,,0,Strongly agree,Strongly agree,8,7,2.25,5,0,.71696055
55,Female,Italy,,0,Strongly agree,Strongly agree,6,2,2,0,0,.98308021
51,Female,Italy,0,1,Agree,Agree,6,5,3,5,0,.86182266
56,Male,UK,,0,Strongly agree,Strongly agree,7,7,4,7,1,.8136586
18,Female,India,,0,Agree,Strongly agree,10,9,4,6,0,.71179235
18,Female,India,,0,Strongly agree,Strongly agree,6,8,4.25,0,0,.56214052
28,Male,USA,0,1,Agree,Strongly agree,9,3,4.25,8,1,.86084306
39,Male,India,0,1,Agree,Agree,8,8,4,8,1,.99411333
23,Female,Italy,,0,Strongly agree,Strongly agree,0,8,3,3,0,.60346472
30,Female,Germany,0,1,Strongly agree,Strongly agree,5,6,4.25,5,0,.5165531
51,Female,India,0,1,Strongly agree,Agree,6,9,4.5,4,0,.52888232
40,Female,UK,,0,Strongly agree,Strongly agree,3,5,1.75,0,0,.79351544
56,Male,Germany,0,1,Strongly agree,Strongly agree,7,8,2,7,1,.90816563
62,Male,Germany,1,1,Strongly agree,Strongly agree,8,8,1.75,9,1,.75859982
40,Female,France,0,1,Strongly agree,Strongly agree,0,10,4,10,0,.58035868
57,Male,France,,0,Strongly agree,Agree,4,1,3.25,10,1,.50229001
37,Female,UK,0,1,Agree,Agree,3,4,2,2,0,.85483742
41,Male,UK,0,1,Strongly agree,Agree,7,3,4.75,7,1,.61436522
52,Female,Netherlands,0,1,Strongly agree,Strongly agree,8,7,1.75,2,0,.52568638
32,Female,France,0,1,Strongly agree,Strongly agree,5,7,2.75,3,0,.59110236
20,Male,India,,0,,Disagree,7,8,1,5,1,.50319695
21,Male,India,0,1,Agree,Disagree,8,8,2,9,1,.88946545
49,Female,India,0,1,Strongly agree,Strongly agree,9,10,1.25,0,0,.57718176
25,Male,Germany,0,1,Agree,Disagree,8,5,2.5,10,1,.8169294
26,Female,UK,0,1,Strongly agree,Strongly agree,8,7,1.75,2,0,.57821095
41,Male,India,0,1,Strongly agree,Strongly agree,9,10,1.5,10,1,.74278533
41,Female,Netherlands,0,1,Agree,Agree,8,6,3.75,5,0,.59054935
40,Male,India,1,1,Agree,Strongly agree,8,9,2.25,7,1,.98560196
36,Female,Netherlands,0,1,Disagree,Agree,6,6,1.75,3,0,.80638242
32,Male,Italy,0,1,Disagree,Agree,8,7,3.75,8,1,.91032845
31,Male,USA,0,1,Strongly agree,Strongly agree,5,5,2.25,8,1,.67241079
30,Male,USA,0,1,Agree,Agree,5,5,2,10,1,.5819363
48,Female,India,0,1,Agree,Strongly agree,10,10,1.75,0,0,.87091488
49,Female,UK,0,1,Agree,Strongly agree,5,5,2,6,0,.67384917
32,Male,Germany,,0,Strongly agree,Strongly agree,7,5,3.5,1,1,.59803343
23,Female,India,0,1,Agree,Agree,8,8,4,0,0,.55160218
30,Male,USA,0,1,Agree,Strongly agree,8,8,3.5,7,1,.84000415
23,Female,Italy,,0,Disagree,Strongly agree,4,3,4,0,0,.70204473
40,Male,Romania,1,1,Strongly agree,Agree,10,10,2.5,10,1,.88264459
41,Female,UK,0,1,Strongly agree,Strongly agree,0,3,2.25,3,0,.54108667
35,Female,Italy,0,1,Strongly agree,Agree,6,3,2,5,0,.64660603
36,Male,France,1,1,Agree,Strongly agree,5,8,2.75,10,1,.60195225
27,Female,India,0,1,Agree,Agree,6,8,2.25,3,0,.99705023
46,Male,Romania,0,1,Agree,Agree,9,5,1.75,9,1,.56688285
28,Male,UK,0,1,Agree,Agree,6,9,4.25,10,1,.83570188
22,Male,India,,0,Disagree,Disagree,9,7,3.25,3,1,.64474249
20,Male,Germany,1,1,Strongly agree,Strongly agree,7,3,2,9,1,.88536608
44,Female,Netherlands,0,1,Agree,Strongly agree,6,5,3.75,1,0,.97642797
19,Female,India,,1,Agree,Agree,8,8,4.5,2,0,.84669667
34,Female,India,0,1,Strongly agree,Strongly agree,9,10,1.75,0,0,.68871379
27,Female,UK,0,1,Strongly agree,Strongly agree,7,9,4.25,0,0,.60554957
42,Female,UK,1,1,Strongly disagree,Strongly agree,6,6,3.75,2,0,.54834408
24,Male,Germany,,1,Strongly agree,Strongly agree,7,7,2.5,8,1,.84105355
24,Female,Netherlands,0,1,Strongly agree,Strongly agree,4,6,1.75,4,0,.65804422
23,Male,Italy,0,1,Strongly agree,Strongly agree,10,5,3.5,5,1,.65079707
58,Female,France,,0,Strongly agree,Strongly agree,5,3,2,1,0,.71617544
30,Male,USA,1,1,Agree,Strongly agree,10,10,3.25,10,1,.96278554
27,Male,Italy,,0,Strongly agree,Strongly agree,5,1,1.75,6,1,.99005342
58,Female,Netherlands,,0,Strongly agree,Agree,4,4,2.75,2,0,.5813458
24,Female,Italy,0,1,Strongly agree,Strongly agree,8,10,3.5,4,0,.63859415
57,Male,Germany,,0,Agree,Agree,7,5,1,7,1,.55862641
34,Male,UK,0,1,Strongly agree,Agree,9,8,3,8,1,.54501903
45,Male,UK,1,1,Agree,Agree,7,7,2,7,1,.76943558
60,Male,Netherlands,0,1,Strongly disagree,Strongly agree,8,10,1,7,1,.80655175
31,Male,Germany,0,1,Disagree,Agree,9,6,3.25,7,1,.7337901
44,Female,UK,,0,Strongly agree,Strongly agree,0,10,5,2,0,.67500687
62,Male,UK,,0,Strongly agree,Agree,0,1,3.5,6,1,.85441697
30,Male,Italy,0,1,Strongly agree,Agree,7,7,3,6,1,.81100196
56,Male,Romania,1,1,Agree,Agree,8,8,4.25,8,1,.90690547
45,Female,UK,,0,Strongly agree,Strongly agree,8,7,2.5,3,0,.72876459
32,Male,USA,1,1,Strongly agree,Agree,10,10,4.5,9,1,.81684279
20,Female,Italy,,0,Strongly agree,Agree,10,8,2.75,2,0,.71669847
27,Male,Germany,,0,Agree,Strongly agree,8,7,4.25,9,1,.92476797
38,Female,Sweden,0,1,Strongly agree,Strongly agree,8,8,2,0,0,.83366764
39,Male,UK,0,1,Agree,Agree,8,6,2.75,7,1,.72572601
41,Male,UK,0,1,Agree,Disagree,9,8,2.75,7,1,.664904
29,Female,Sweden,,0,Strongly agree,Agree,5,5,3.75,3,0,.82307357
30,Male,USA,,0,Strongly disagree,Strongly agree,10,5,3.5,5,1,.94897503
29,Male,Germany,0,1,Strongly agree,Strongly agree,10,10,2,10,1,.85288733
30,Female,UK,0,1,Strongly agree,Strongly agree,5,5,2,3,0,.59802872
30,Female,France,0,1,Strongly agree,Strongly disagree,5,7,2.75,3,0,.84726113
35,Male,Germany,0,1,Strongly agree,Strongly agree,8,7,4,8,1,.52615249
32,Female,Sweden,,0,Strongly agree,Strongly agree,6,5,4.75,2,0,.59261191
32,Male,Romania,,0,Agree,,0,5,1,5,1,.59631497
46,Female,UK,0,1,Strongly agree,Strongly agree,7,7,2.25,3,0,.77626842
32,Male,USA,,0,Strongly agree,Strongly agree,5,7,4.5,5,1,.73186368
39,Female,Netherlands,0,1,Disagree,Strongly agree,7,5,2.25,3,0,.82040024
52,Female,Singapore,,0,Strongly agree,Strongly agree,5,3,1.75,0,0,.50024146
53,Male,Singapore,,0,Agree,Agree,7,3,3.5,7,1,.99553466
32,Male,Germany,1,1,Strongly agree,Strongly agree,9,7,1.5,7,1,.63344324
29,Male,USA,,0,Agree,Agree,5,8,4.25,8,1,.89219898
48,Female,Netherlands,0,1,Agree,Agree,7,8,1.5,0,0,.6555509
19,Female,UK,,0,Strongly agree,Strongly agree,3,3,4.25,7,0,.59241873
39,Female,Greece,0,1,Strongly agree,Strongly agree,8,5,2,2,0,.57239479
31,Male,USA,0,1,Agree,Disagree,5,6,3.25,4,1,.63428688
43,Female,UK,0,1,Strongly agree,Strongly agree,6,5,2,2,0,.7423625
62,Female,UK,0,1,Strongly agree,Agree,10,8,1.5,5,0,.99986494
51,Female,Greece,,0,Strongly agree,Strongly agree,7,6,4.5,2,0,.8739264
57,Male,Greece,,0,Agree,Strongly agree,5,6,1.75,6,1,.61540103
64,Male,Greece,,0,Strongly agree,Disagree,7,7,4.5,7,1,.97384685
33,Female,Sweden,0,1,Strongly agree,Strongly agree,3,6,2.25,3,0,.75244474
38,Female,UK,0,1,Strongly agree,Strongly agree,8,4,1.25,3,0,.64495414
54,Male,Greece,0,1,Agree,Agree,7,3,2,7,1,.8825134
37,Male,Greece,0,1,Strongly disagree,Agree,5,5,2,6,1,.86980975
37,Male,Greece,0,1,Disagree,Agree,6,6,3,4,1,.54410642
27,Male,Germany,,1,Strongly agree,Strongly agree,7,6,2.5,7,1,.62007338
32,Female,France,0,1,Strongly agree,Strongly agree,5,5,2,5,0,.62277424
37,Female,UK,0,1,Disagree,Strongly agree,10,7,2.5,0,0,.70001221
44,Female,UK,0,1,Strongly agree,Agree,6,8,2.25,2,0,.67309862
23,Male,France,,0,Strongly disagree,Strongly disagree,5,5,1,9,1,.7454443
25,Female,Netherlands,0,1,Strongly agree,Strongly agree,8,6,1.75,2,0,.89518714
43,Male,France,1,1,Strongly agree,Strongly agree,7,8,3,6,1,.56641001
27,Female,Netherlands,0,1,Strongly agree,Strongly agree,6,8,1.5,3,0,.87267983
43,Male,France,1,1,Agree,Agree,5,5,1,6,1,.86580747
36,Male,Germany,0,1,Strongly agree,Strongly agree,10,1,1,5,1,.89923435
35,Female,Sweden,0,1,Strongly agree,Strongly agree,8,8,3.5,3,0,.69476271
44,Male,Romania,0,1,Strongly agree,Strongly agree,7,5,2,7,1,.89646751
43,Female,UK,0,1,Strongly agree,Strongly agree,7,7,2.5,3,0,.72138613
45,Female,Greece,,0,Strongly agree,Strongly agree,6,8,4.25,0,0,.69970793
20,Female,Czech Republic,1,1,Strongly agree,Strongly agree,7,7,2.25,4,0,.55114871
36,Female,Czech Republic,1,1,Strongly agree,Strongly agree,6,5,3.25,5,0,.65511197
45,Male,Greece,1,1,Strongly agree,Agree,0,1,5,7,1,.63348961
64,Male,Czech Republic,0,1,Strongly agree,Agree,5,7,1.75,7,1,.64389527
39,Male,Greece,0,1,Disagree,Disagree,5,4,2,8,1,.7903958
30,Male,Romania,0,1,Agree,Agree,10,9,3.25,7,1,.58583802
53,Male,Greece,0,1,Strongly agree,Strongly agree,5,8,4.75,10,1,.58272827
58,Male,Greece,,0,Strongly agree,Strongly agree,1,2,1.5,10,1,.75767493
33,Male,USA,,0,Agree,Agree,8,8,2,10,1,.75249916
45,Female,Greece,,0,Strongly agree,Strongly agree,7,3,4.25,0,0,.92469484
26,Female,Netherlands,0,1,,,3,4,4.75,4,0,.81242967
54,Female,Greece,0,1,Strongly agree,Strongly agree,7,6,4.25,0,0,.7186296
18,Female,Sweden,,1,Strongly agree,Strongly agree,7,5,3,1,0,.81629735
24,Female,UK,,0,Strongly agree,Agree,6,5,4.75,2,0,.59927005
45,Female,UK,0,1,Strongly agree,Strongly agree,8,8,1.75,2,0,.55129075
33,Female,UK,0,1,Disagree,Strongly agree,5,5,1.5,3,0,.65495306
55,Male,Romania,,0,Agree,Agree,8,7,2.25,8,1,.52259916
51,Female,Greece,0,1,Strongly agree,Agree,10,5,2.5,1,0,.85989362
46,Female,UK,0,1,Agree,Strongly agree,9,8,2.25,6,0,.60118693
21,Male,France,,0,Agree,Strongly agree,8,7,3.5,8,1,.85039496
25,Male,Greece,0,1,Agree,Strongly agree,7,8,3.5,6,1,.83066344
27,Male,USA,,0,Strongly agree,Agree,3,1,4.25,4,1,.96378058
32,Female,UK,1,1,Strongly agree,Strongly agree,8,3,2.75,7,0,.8848635
41,Female,UK,0,1,Strongly agree,Agree,8,5,2.25,0,0,.8233481
31,Male,USA,0,1,Agree,Agree,9,8,2.75,9,1,.58961493
55,Female,Greece,0,1,Agree,Agree,9,3,2,0,0,.98175836
46,Male,Romania,0,1,Agree,Strongly agree,10,8,2,7,1,.90310085
44,Male,Greece,0,1,Strongly agree,Strongly agree,7,1,5,7,1,.62360489
